"ReleaseNumber","Class","SortOrder","Group","NamespacePrefix","NamespaceName","URI","Link","Properties","Types","Codes"
"5.2","namespace",2,"Domain","scr","Screening","http://release.niem.gov/niem/domains/screening/5.2/","http://release.niem.gov/niem/domains/screening/5.2/","577","253","3,731"
"5.2","namespace",2,"Domain","st","Surface Transportation","http://release.niem.gov/niem/domains/surfaceTransportation/5.0/","http://release.niem.gov/niem/domains/surfaceTransportation/5.0/","64","51","178"
"5.2","namespace",2,"Domain","usmtf","United States Message Text Format","http://release.niem.gov/niem/domains/usmtf/5.2/","http://release.niem.gov/niem/domains/usmtf/5.2/","5,719","5,700","21,485"
"5.2","group",3,"Adapter","","","",,"14","16",""
"5.2","namespace",3,"Adapter","edxl-cap","EDXL Common Alerting Protocol","http://release.niem.gov/niem/adapters/edxl-cap/5.0/","http://release.niem.gov/niem/adapters/edxl-cap/5.0/","1","1",""
"5.2","namespace",3,"Adapter","edxl-de","EDXL Distribution Element","http://release.niem.gov/niem/adapters/edxl-de/5.0/","http://release.niem.gov/niem/adapters/edxl-de/5.0/","1","1",""
"5.2","namespace",3,"Adapter","edxl-have","EDXL Hospital Availability Exchange","http://release.niem.gov/niem/adapters/edxl-have/5.0/","http://release.niem.gov/niem/adapters/edxl-have/5.0/","1","1",""
"5.2","namespace",3,"Adapter","geo","Geospatial","http://release.niem.gov/niem/adapters/geospatial/5.1/","http://release.niem.gov/niem/adapters/geospatial/5.1/","11","13",""
"5.2","group",4,"Auxiliary","","","",,"543","148","173"
"5.2","namespace",4,"Auxiliary","cui","Controlled Unclassified Information metadata","http://release.niem.gov/niem/auxiliary/cui/5.1/","http://release.niem.gov/niem/auxiliary/cui/5.1/","23","15","166"
"5.2","namespace",4,"Auxiliary","stat","Statistics","http://release.niem.gov/niem/auxiliary/statistics/5.0/","http://release.niem.gov/niem/auxiliary/statistics/5.0/","520","133","7"
"5.2","group",5,"Code Set","","","",,"143","1,070","78,600"
"5.2","namespace",5,"Code Set","aamva_d20","Data Dictionary for Traffic Record Systems (ANSI D20) codes","http://release.niem.gov/niem/codes/aamva_d20/5.0/","http://release.niem.gov/niem/codes/aamva_d20/5.0/","","92","743"
"5.2","namespace",5,"Code Set","ag_codes","Agriculture domain codes","http://release.niem.gov/niem/codes/ag_codes/5.0/","http://release.niem.gov/niem/codes/ag_codes/5.0/","","62","79"
"5.2","namespace",5,"Code Set","apco","Association of Public-Safety Communications Officials (APCO) codes","http://release.niem.gov/niem/codes/apco/5.0/","http://release.niem.gov/niem/codes/apco/5.0/","","8","206"
"5.2","namespace",5,"Code Set","atf","Bureau of Alcohol, Tobacco, and Firearms (ATF) codes","http://release.niem.gov/niem/codes/atf/5.0/","http://release.niem.gov/niem/codes/atf/5.0/","","8","98"
"5.2","namespace",5,"Code Set","bls","US Bureau of Labor Statistics (BLS) codes","http://release.niem.gov/niem/codes/bls/5.0/","http://release.niem.gov/niem/codes/bls/5.0/","5","10","1,455"
"5.2","namespace",5,"Code Set","can","Canada Post codes","http://release.niem.gov/niem/codes/canada_post/5.0/","http://release.niem.gov/niem/codes/canada_post/5.0/","3","6","174"
"5.2","namespace",5,"Code Set","cbrncl","CBRN domain codes","http://release.niem.gov/niem/codes/cbrncl/5.0/","http://release.niem.gov/niem/codes/cbrncl/5.0/","","131","2,435"
"5.2","namespace",5,"Code Set","commodity","Standard Classification of Transported Goods (SCTG) Commodity Codes","http://release.niem.gov/niem/codes/commodity/5.0/","http://release.niem.gov/niem/codes/commodity/5.0/","5","10","614"
"5.2","namespace",5,"Code Set","dea","Drug Enforcement Administration (DEA) Controlled Substances codes","http://release.niem.gov/niem/codes/dea_ctlsub/5.0/","http://release.niem.gov/niem/codes/dea_ctlsub/5.0/","3","6","553"
"5.2","namespace",5,"Code Set","edxl_rm","Emergency Data Exchange Language (EDXL) Resource Messaging codes","http://release.niem.gov/niem/codes/edxl_rm/5.0/","http://release.niem.gov/niem/codes/edxl_rm/5.0/","","4","24"
"5.2","namespace",5,"Code Set","fema","Federal Emergency Management Agency (FEMA) codes","http://release.niem.gov/niem/codes/fema/5.1/","http://release.niem.gov/niem/codes/fema/5.1/","","20","77"
"5.2","namespace",5,"Code Set","fips","Federal Information Processing System (FIPS) state and county codes","http://release.niem.gov/niem/codes/fips/5.2/","http://release.niem.gov/niem/codes/fips/5.2/","3","6","6,493"
"5.2","namespace",5,"Code Set","genc","Geopolitical Entities, Names, and Codes (GENC) codes","http://release.niem.gov/niem/codes/genc/5.0/","http://release.niem.gov/niem/codes/genc/5.0/","4","8","6,063"
"5.2","namespace",5,"Code Set","have-codes","EDXL Hospital AVailability Exchange (HAVE) codes","http://release.niem.gov/niem/codes/edxl_have/5.0/","http://release.niem.gov/niem/codes/edxl_have/5.0/","","24","43"
"5.2","namespace",5,"Code Set","hazmat","DOT Hazardous Materials (HAZMAT) codes","http://release.niem.gov/niem/codes/hazmat/5.0/","http://release.niem.gov/niem/codes/hazmat/5.0/","1","2","2,458"
"5.2","namespace",5,"Code Set","hl7","Health Level Seven (HL-7) religion codes","http://release.niem.gov/niem/codes/hl7/5.0/","http://release.niem.gov/niem/codes/hl7/5.0/","1","2","82"
"5.2","namespace",5,"Code Set","iso_3166","ISO 3166 country and subdivision codes","http://release.niem.gov/niem/codes/iso_3166-1/5.0/","http://release.niem.gov/niem/codes/iso_3166-1/5.0/","4","8","5,698"
"5.2","namespace",5,"Code Set","iso_4217","ISO 4217 currency codes","http://release.niem.gov/niem/codes/iso_4217/5.0/","http://release.niem.gov/niem/codes/iso_4217/5.0/","1","2","179"
"5.2","namespace",5,"Code Set","iso_639-3","ISO 639-3 language codes","http://release.niem.gov/niem/codes/iso_639-3/5.1/","http://release.niem.gov/niem/codes/iso_639-3/5.1/","1","2","7,893"
"5.2","namespace",5,"Code Set","iso_639-5","ISO 639-5 language family codes","http://release.niem.gov/niem/codes/iso_639-5/5.2/","http://release.niem.gov/niem/codes/iso_639-5/5.2/","1","2","115"
"5.2","namespace",5,"Code Set","itcodes","International Trade domain codes","http://release.niem.gov/niem/codes/it_codes/5.0/","http://release.niem.gov/niem/codes/it_codes/5.0/","","44","2,219"
"5.2","namespace",5,"Code Set","jc3iedm","DoD Joint Consultation, Command and Control Information Exchange Data Model (JC3IEDM) codes","http://release.niem.gov/niem/codes/jc3iedm/5.0/","http://release.niem.gov/niem/codes/jc3iedm/5.0/","2","4","364"
"5.2","namespace",5,"Code Set","jp2-0","DoD Joint Publication 2.0 (JP 2-0) - Joint Intelligence codes","http://release.niem.gov/niem/codes/jp2-0/5.0/","http://release.niem.gov/niem/codes/jp2-0/5.0/","1","2","11"
"5.2","namespace",5,"Code Set","jp3-52","DoD Joint Publication 3-52 (JP3-52) Joint Airspace Control codes","http://release.niem.gov/niem/codes/jp3-52/5.0/","http://release.niem.gov/niem/codes/jp3-52/5.0/","3","5","117"
"5.2","namespace",5,"Code Set","mmucc","Model Minimum Uniform Crash Criteria (MMUCC) codes","http://release.niem.gov/niem/codes/mmucc/5.0/","http://release.niem.gov/niem/codes/mmucc/5.0/","","146","700"
"5.2","namespace",5,"Code Set","nces","National Center for Education Statistics (NCES) codes","http://release.niem.gov/niem/codes/nces/5.0/","http://release.niem.gov/niem/codes/nces/5.0/","1","2","50"
"5.2","namespace",5,"Code Set","ncic","FBI National Crime and Information Center (NCIC) codes","http://release.niem.gov/niem/codes/ncic/5.2/","http://release.niem.gov/niem/codes/ncic/5.2/","86","176","33,053"
"5.2","namespace",5,"Code Set","ndex","FBI National Data Exchange (N-DEx) Specification codes","http://release.niem.gov/niem/codes/ndex/5.0/","http://release.niem.gov/niem/codes/ndex/5.0/","","176","3,643"
"5.2","namespace",5,"Code Set","nga","National Geospatial Agency (NGA) codes","http://release.niem.gov/niem/codes/nga/5.0/","http://release.niem.gov/niem/codes/nga/5.0/","1","4","50"
"5.2","namespace",5,"Code Set","nlets","The International Justice and Public Safety Information Sharing Network (NLETS) codes","http://release.niem.gov/niem/codes/nlets/5.0/","http://release.niem.gov/niem/codes/nlets/5.0/","","6","20"
"5.2","namespace",5,"Code Set","occs","OMNI Class Building Codes","http://release.niem.gov/niem/codes/occs/5.0/","http://release.niem.gov/niem/codes/occs/5.0/","5","10","1,495"
"5.2","namespace",5,"Code Set","opm","US Office of Personnel Management (OPM) codes","http://release.niem.gov/niem/codes/opm/5.0/","http://release.niem.gov/niem/codes/opm/5.0/","1","2","22"
"5.2","namespace",5,"Code Set","sar","Suspicious Activity Reporting (SAR) codes","http://release.niem.gov/niem/codes/pmise_sar/5.0/","http://release.niem.gov/niem/codes/pmise_sar/5.0/","","8","76"
"5.2","namespace",5,"Code Set","stix","Structured Threat Information Expression (STIX) codes","http://release.niem.gov/niem/codes/stix/5.1/","http://release.niem.gov/niem/codes/stix/5.1/","","2","18"
"5.2","namespace",5,"Code Set","ucr","FBI Uniform Crime Reporting (UCR) codes","http://release.niem.gov/niem/codes/ucr/5.1/","http://release.niem.gov/niem/codes/ucr/5.1/","","44","422"
"5.2","namespace",5,"Code Set","unece","United Nations Economic Commission for Europe (UNECE) Recommendation 20 (UN/CEFACT) measure codes","http://release.niem.gov/niem/codes/unece_rec20/5.0/","http://release.niem.gov/niem/codes/unece_rec20/5.0/","7","14","226"
"5.2","namespace",5,"Code Set","usda_fsa","United Stated Department of Agriculture (USDA) Farm Service Agency (FSA) codes","http://release.niem.gov/niem/codes/usda_fsa/5.0/","http://release.niem.gov/niem/codes/usda_fsa/5.0/","","4","347"
"5.2","namespace",5,"Code Set","usps","U.S. Postal Service (USPS) codes","http://release.niem.gov/niem/codes/usps/5.0/","http://release.niem.gov/niem/codes/usps/5.0/","3","6","276"
"5.2","namespace",5,"Code Set","xCard","vCard XML representation codes","http://release.niem.gov/niem/codes/xCard/5.0/","http://release.niem.gov/niem/codes/xCard/5.0/","1","2","9"
"5.2","total",99,"Total","","","",,"18,980","10,139","112,301"
